,Tolerance Factor,HOMO_energy,LUMO_energy,stable_ion,solar_ion,photo_ion,MagpieData mean AtomicWeight,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSvolume_pa,F,Adsorption energy(ev)
0,0.7174044527572253,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,-7.004905301
1,0.7174044527572253,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,0.395232218
2,0.7174044527572253,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,-6.580689236
3,0.7174044527572253,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,-5.557394705
4,0.7174044527572253,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,2.60843733
5,0.7174044527572253,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,-4.458869904
6,0.7174044527572253,-0.175427,-0.149882,0.41539073,0.09761983,0.16434124,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.5,-2.617333558
7,0.7174044527572253,-0.415606,-0.415606,0.2955075,0.14519602,0.2255989,23.216516114285714,2.2857142857142856,86.28571428571429,2.8414285714285716,1.3012244897959184,13.574523809514286,0.625,-13.35827855
8,0.8066509397031003,-0.149882,-0.149882,0.3668327,0.24562924,0.21369803,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,-6.304996168
9,0.8066509397031003,-0.222725,-0.149882,0.31597647,0.21135272,0.285988,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,0.779810172
10,0.8066509397031003,-0.149882,-0.149882,0.287042,0.2121902,0.24078286,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,-4.859987159
11,0.8066509397031003,-0.149882,-0.149882,0.38132802,0.26328102,0.24808288,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,-4.392485732
12,0.8066509397031003,-0.149882,-0.149882,0.2410393,0.2466504,0.3135546,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,2.445059067
13,0.8066509397031003,-0.149882,-0.149882,0.33606577,0.17888987,0.17932105,27.801878765714285,2.5714285714285716,97.14285714285714,2.827142857142857,1.3175510204081633,17.1888095238,0.5,-4.034477
